GEOID,INTPTLAT,INTPTLONG 
06085511705,37.4055515,-122.1620850                                                                                                                            
06085511707,37.2926806,-122.1197085                                                                                                                      
06085511800,37.1604490,-121.9417467                                                                                                                     
06085511905,37.2147347,-121.8583280                                                                                                                             
06085511907,37.2197661,-121.8542523                                                                                                                             
06085511909,37.1861411,-121.8435546                                                                                                                       
06085511910,37.2129709,-121.8693742                                                                                                                             
06085511911,37.2009968,-121.8179101                                                                                                                      
06085511912,37.2057405,-121.8341797                                                                                                                             
06085511913,37.2275236,-121.8912127                                                                                                                             
06085511914,37.2305812,-121.8770809                                                                                                                             
06085511915,37.2446789,-121.8820556                                                                                                                             
06085511916,37.2367224,-121.8966886                                                                                                                             
06085512001,37.2569183,-121.7684493                                                                                                                            
06085512005,37.2700187,-121.8655793                                                                                                                             
06085512017,37.2730880,-121.8169777                                                                                                                             
06085512019,37.2707459,-121.8458034                                                                                                                             
06085512020,37.2719698,-121.8361406                                                                                                                             
06085512021,37.2635211,-121.8239467                                                                                                                         
06085512022,37.2551956,-121.8109259                                                                                                                             
06085512023,37.2550468,-121.8243560                                                                                                                              
06085512024,37.2605023,-121.8669844                                                                                                                             
06085512025,37.2608818,-121.8526027                                                                                                                             
06085512026,37.2584565,-121.8379668                                                                                                                             
06085512027,37.2542265,-121.8543709                                                                                                                          
06085512029,37.2476813,-121.8160666                                                                                                                             
06085512030,37.2327046,-121.8241916                                                                                                                             
06085512031,37.2315460,-121.8102526                                                                                                                             
06085512032,37.2327986,-121.7823587                                                                                                                             
06085512033,37.2389613,-121.7965053                                                                                                                             
06085512034,37.2293402,-121.7707427                                                                                                                             
06085512035,37.2236023,-121.7615938                                                                                                                             
06085512036,37.2401629,-121.8105951                                                                                                                              
06085512037,37.2411911,-121.8246191                                                                                                                             
06085512038,37.2348353,-121.7620714                                                                                                                             
06085512039,37.2488509,-121.7864273                                                                                                                             
06085512042,37.2661049,-121.8145090                                                                                                                              
06085512043,37.2618213,-121.8049432                                                                                                                              
06085512045,37.2384961,-121.8352509                                                                                                                             
06085512047,37.2410744,-121.8445214                                                                                                                             
06085512052,37.2484034,-121.8645577                                                                                                                          
06085512053,37.2436327,-121.8534640                                                                                                                             
06085512100,37.1775734,-121.7255630                                                                                                                        
06085512200,37.0469717,-121.7109545                                                                                                                     
06085512305,37.1143200,-121.6736702                                                                                                                        
06085512307,37.0997275,-121.6367198                                                                                                                             
06085512308,37.1535255,-121.6188759                                                                                                                       
06085512309,37.1301031,-121.6086139                                                                                                                             
06085512310,37.1171152,-121.6336266                                                                                                                             
06085512311,37.1495676,-121.6599829                                                                                                                             
06085512312,37.1331658,-121.6429002                                                                                                                             
06085512313,37.1159266,-121.6532810                                                                                                                             
06085512314,37.1283447,-121.6632327                                                                                                                             
06085512401,37.0597429,-121.6052909                                                                                                                         
06085512402,37.0945979,-121.5669408                                                                                                                       
06085512503,37.0339188,-121.6215029                                                                                                                         
06085512505,37.0245547,-121.5925121                                                                                                                             
06085512506,37.0230320,-121.5818003                                                                                                                             
06085512508,37.0047599,-121.5788741                                                                                                                             
06085512509,36.9878537,-121.5713494                                                                                                                             
06085512510,36.9775572,-121.5863519                                                                                                                            
06085512602,37.0180768,-121.5244138                                                                                                                        
06085512603,37.0017253,-121.5626722                                                                                                                             
06085512604,37.0198203,-121.5705812                                                                                                                             
06085513000,37.4288643,-122.1617975                                                                                                                             
06085513500,37.2480990,-121.5279664                                                                                                                    
06087100100,36.9957924,-121.9990254                                                                                                                             
06087100200,36.9847454,-122.0105638                                                                                                                             
06087100300,36.9944065,-122.0430849                                                                                                                         
06087100400,36.9911069,-122.0590223                                                                                                                             
06087100500,36.9701988,-122.0639762                                                                                                                             
06087100600,36.9697023,-122.0412809                                                                                                                             
06087100700,36.9772677,-122.0288588                                                                                                                              
06087100800,36.9739622,-122.0156066                                                                                                                             
06087100900,36.9693894,-122.0047204                                                                                                                        
06087101000,36.9638031,-122.0240444                                                                                                                        
06087101100,36.9550263,-122.0333899                                                                                                                       
06087101200,36.9536393,-122.0613064                                                                                                                       
06087110100,36.9224854,-121.7415569                                                                                                                             
06087110200,36.9272406,-121.7543133                                                                                                                             
06087110300,36.9114533,-121.7551885                                                                                                                             
06087110400,36.9043848,-121.7704710                                                                                                                             
06087110501,36.9206806,-121.7708163                                                                                                                             
06087110502,36.9300262,-121.7696170                                                                                                                             
06087110600,36.9289180,-121.7840155                                                                                                                             
06087110700,36.9384816,-121.7939493                                                                                                                             
06087120200,37.1021886,-122.1775500                                                                                                                    
06087120301,37.0987675,-122.0917337                                                                                                                       
06087120302,37.0800280,-122.0886342                                                                                                                             
06087120400,37.1289134,-122.1354489                                                                                                                            
06087120500,37.1641176,-122.0936103                                                                                                                       
06087120600,37.0960709,-122.0465656                                                                                                                       
06087120700,37.0197696,-122.0633466                                                                                                                        
06087120800,37.0238608,-122.0312166                                                                                                                             
06087120900,37.0741021,-122.0142372                                                                                                                            
06087121000,37.0900180,-121.9116145                                                                                                                            
06087121100,37.0433760,-121.9607654                                                                                                                            
06087121200,37.0305507,-121.9940534                                                                                                                            
06087121300,36.9968265,-121.9775807                                                                                                                             
06087121401,36.9820909,-121.9871042                                                                                                                             
06087121402,36.9761783,-121.9783864                                                                                                                             
06087121403,36.9745749,-121.9911494                                                                                                                         
06087121500,36.9613777,-121.9917482                                                                                                                        
06087121600,36.9597176,-121.9700357                                                                                                                       
06087121700,36.9749070,-121.9654587                                                                                                                             
06087121800,36.9786529,-121.9456603                                                                                                                        
06087122001,37.0237015,-121.9240389                                                                                                                            
06087122002,37.0227546,-121.8654867                                                                                                                            
06087122003,36.9870654,-121.9249795                                                                                                                             
06087122100,36.9717451,-121.9134260                                                                                                                       
06087122201,36.9740179,-121.8784070                                                                                                                       
06087122202,36.9631327,-121.8737738                                                                                                                             
06087122203,36.9574068,-121.8784677                                                                                                                             
06087122300,36.9028287,-121.8155396                                                                                                                      
06087122400,37.0011010,-121.7979629                                                                                                                      
06087122500,36.9514486,-121.7451776                                                                                                                       
06087123100,36.9594832,-121.7817391                                                                                                                        
06087123300,36.9339389,-121.6753872                                                                                                                       
06087990100,36.9217925,-122.0305068                                                                                                                           
06089010100,40.5837586,-122.3909448                                                                                                                         
06089010200,40.5821764,-122.3762226                                                                                                                        
06089010300,40.5744659,-122.3475829                                                                                                                        
06089010400,40.5512552,-122.3786783                                                                                                                        
06089010500,40.5747192,-122.4032046                                                                                                                          
06089010601,40.5631564,-122.4129541                                                                                                                          
06089010602,40.5830946,-122.4209446                                                                                                                        
06089010603,40.5813781,-122.4542402                                                                                                                       
06089010702,40.6076787,-122.4159218                                                                                                                       
06089010703,40.5992831,-122.3690432                                                                                                                        
06089010704,40.6146389,-122.3985915                                                                                                                          
06089010803,40.6024918,-122.3552780                                                                                                                         
06089010804,40.6060572,-122.3229436                                                                                                                         
06089010805,40.5793577,-122.3138239                                                                                                                         
06089010806,40.6379428,-122.3804645                                                                                                                          
06089010807,40.6326814,-122.3425603                                                                                                                        
06089010900,40.5566925,-122.3688469                                                                                                                        
06089011001,40.5171512,-122.4511152                                                                                                                       
06089011002,40.5381907,-122.3976610                                                                                                                        
06089011100,40.5226145,-122.3699237                                                                                                                        
06089011209,40.5520369,-122.3476750                                                                                                                             
06089011300,40.5666835,-122.3356287                                                                                                                          
06089011401,40.5471256,-122.3347150                                                                                                                         
06089011402,40.5431529,-122.3229123                                                                                                                             
06089011403,40.5547633,-122.3147793                                                                                                                         
06089011500,40.5037532,-122.3121500                                                                                                                      
06089011600,40.6694846,-122.4184426                                                                                                                      
06089011701,40.6628518,-122.3597887                                                                                                                             
06089011702,40.6711236,-122.3702773                                                                                                                         
06089011703,40.6917622,-122.3703442                                                                                                                          
06089011801,40.6178722,-122.2544681                                                                                                                       
06089011802,40.6610720,-122.2824461                                                                                                                       
06089011803,40.7399422,-122.2860952                                                                                                                     
06089011900,40.5230532,-122.2575351                                                                                                                       
06089012000,40.4294831,-122.2988508                                                                                                                        
06089012101,40.4611119,-122.3050340                                                                                                                        
06089012102,40.4565423,-122.2681737                                                                                                                       
06089012200,40.4098262,-122.2369837                                                                                                                      
06089012301,40.4749020,-122.3523205                                                                                                                       
06089012302,40.4590543,-122.4396940                                                                                                                       
06089012303,40.4092192,-122.3407929                                                                                                                        
06089012400,40.5274308,-122.6482236                                                                                                                   
06089012500,40.9866263,-122.3666461                                                                                                                   
06089012601,40.8943939,-122.0049814                                                                                                                   
06089012603,40.4793626,-121.7413167                                                                                                                     
06089012604,40.5779359,-121.8504340                                                                                                                     
06089012701,40.8712968,-121.6268582                                                                                                                    
06089012702,40.9204305,-121.4437132                                                                                                                   
06091010000,39.5769252,-120.5219926                                                                                                                   
06093000100,41.8199271,-121.6337562                                                                                                                    
06093000200,41.8583270,-121.9329407                                                                                                                   
06093000300,41.7987289,-122.2962063                                                                                                                   
06093000400,41.9466483,-122.6348078                                                                                                                     
06093000500,41.7477055,-123.3041347                                                                                                                   
06093000600,41.7028351,-122.9229617                                                                                                                     
06093000701,41.6608649,-122.6745712                                                                                                                     
06093000702,41.7321698,-122.6201917                                                                                                                       
06093000703,41.7431803,-122.6399825                                                                                                                         
06093000800,41.3325066,-123.0040789                                                                                                                   
06093000900,41.4800873,-122.4271470                                                                                                                     
06093001000,41.3441729,-122.3332707                                                                                                                     
06093001100,41.2135218,-122.3924294                                                                                                                      
06093001200,41.4116025,-121.8260568                                                                                                                    
06095250103,38.1164685,-122.2216027                                                                                                                          
06095250104,38.1138506,-122.2081589                                                                                                                             
06095250105,38.1295441,-122.2141822                                                                                                                             
06095250106,38.1382794,-122.1822618                                                                                                                        
06095250200,38.1044692,-122.2101506                                                                                                                             
06095250300,38.1048774,-122.2235833                                                                                                                             
06095250400,38.0949074,-122.2239275                                                                                                                             
06095250501,38.0932268,-122.2138705                                                                                                                             
06095250502,38.0894610,-122.2038733                                                                                                                          
06095250601,38.0820079,-122.2257780                                                                                                                         
06095250604,38.0673887,-122.2185562                                                                                                                        
06095250605,38.0700529,-122.2027379                                                                                                                       
06095250701,38.0900421,-122.2449025                                                                                                                        
06095250801,38.1293945,-122.3302426                                                                                                                     
06095250900,38.1017927,-122.2590380                                                                                                                         
06095251000,38.1011243,-122.2485415                                                                                                                              
06095251100,38.0969602,-122.2365223                                                                                                                             
06095251200,38.1052893,-122.2365335                                                                                                                             
06095251300,38.1146854,-122.2358260                                                                                                                             
06095251400,38.1237134,-122.2395600                                                                                                                             
06095251500,38.1115210,-122.2497147                                                                                                                             
06095251600,38.1083885,-122.2622993                                                                                                                         
06095251701,38.1165979,-122.2669590                                                                                                                        
06095251702,38.1220821,-122.2687139                                                                                                                              
06095251802,38.1261466,-122.2570018                                                                                                                        
06095251803,38.1358448,-122.2652793                                                                                                                       
06095251804,38.1510468,-122.2787949                                                                                                                       
06095251901,38.1393459,-122.2351842                                                                                                                        
06095251902,38.1481382,-122.2440369                                                                                                                             
06095251903,38.1478379,-122.2282174                                                                                                                         
06095252000,38.0621001,-122.1791737                                                                                                                       
06095252102,38.0870969,-122.1071716                                                                                                                     
06095252103,38.1042151,-122.1940596                                                                                                                           
06095252104,38.0900638,-122.1640059                                                                                                                        
06095252105,38.0799222,-122.1818881                                                                                                                         
06095252106,38.0752525,-122.1678515                                                                                                                             
06095252107,38.0696665,-122.1542954                                                                                                                             
06095252108,38.0608147,-122.1630224                                                                                                                             
06095252201,38.2569787,-122.1688516                                                                                                                       
06095252202,38.1649825,-122.1486859                                                                                                                       
06095252305,38.2199882,-122.0937986                                                                                                                      
06095252306,38.2655712,-122.0643005                                                                                                                             
06095252310,38.2946800,-122.0843670                                                                                                                        
06095252311,38.2950726,-122.0507327                                                                                                                         
06095252312,38.2753544,-122.0561706                                                                                                                             
06095252313,38.3036980,-122.0262174                                                                                                                         
06095252314,38.2769991,-122.0358438                                                                                                                             
06095252315,38.2840121,-122.0150107                                                                                                                         
06095252316,38.2762632,-122.0156731                                                                                                                             
06095252317,38.2903790,-121.9719091                                                                                                                       
06095252401,38.2534089,-122.0580588                                                                                                                             
06095252402,38.2204068,-122.0693691                                                                                                                       
06095252501,38.2547036,-122.0412776                                                                                                                          
06095252502,38.2470347,-122.0449333                                                                                                                              
06095252604,38.2642121,-122.0512466                                                                                                                             
06095252605,38.2655647,-122.0396821                                                                                                                             
06095252606,38.2654910,-122.0295802                                                                                                                             
06095252607,38.2544056,-122.0297407                                                                                                                              
06095252608,38.2665083,-122.0232104                                                                                                                           
06095252610,38.2700750,-122.0064188                                                                                                                              
06095252611,38.2638928,-122.0138680                                                                                                                              
06095252702,38.1377528,-121.9771056                                                                                                                    
06095252703,38.2485857,-122.0272609                                                                                                                             
06095252704,38.2490976,-122.0147210                                                                                                                          
06095252705,38.2500177,-121.9964026                                                                                                                           
06095252706,38.2580218,-121.9778302                                                                                                                          
06095252707,38.2599906,-122.0011886                                                                                                                          
06095252801,38.2790134,-121.9458087                                                                                                                         
06095252802,38.2715918,-121.9464883                                                                                                                             
06095252903,38.4377796,-122.0314545                                                                                                                      
06095252904,38.4044272,-121.9311601                                                                                                                       
06095252908,38.3424130,-121.9569310                                                                                                                             
06095252909,38.3446313,-121.9249586                                                                                                                          
06095252910,38.3401253,-121.9444369                                                                                                                             
06095252911,38.3695164,-121.9443944                                                                                                                         
06095252912,38.3572485,-121.9443575                                                                                                                             
06095252913,38.3258768,-121.9655186                                                                                                                             
06095252914,38.3334133,-121.9428965                                                                                                                          
06095252915,38.3191193,-121.9245995                                                                                                                        
06095253000,38.3206557,-121.9787847                                                                                                                          
06095253101,38.3505074,-122.0063092                                                                                                                             
06095253105,38.3539248,-121.9670749                                                                                                                             
06095253106,38.3417484,-121.9660433                                                                                                                             
06095253107,38.3420876,-121.9790495                                                                                                                             
06095253108,38.3288304,-122.0008642                                                                                                                        
06095253201,38.3703216,-122.0115118                                                                                                                             
06095253203,38.3622036,-121.9967931                                                                                                                             
06095253204,38.3823938,-121.9873549                                                                                                                         
06095253205,38.3742945,-121.9717589                                                                                                                          
06095253206,38.3962812,-121.9742566                                                                                                                         
06095253300,38.4198882,-121.7998024                                                                                                                     
06095253402,38.4430021,-121.8172326                                                                                                                        
06095253403,38.4286407,-121.8516301                                                                                                                          
06095253404,38.4598591,-121.8314911                                                                                                                             
06095253500,38.2050259,-121.7715997                                                                                                                    
06095980000,38.2544515,-121.9456515                                                                                                                       
06097150100,38.1981906,-122.4133842                                                                                                                    
06097150202,38.3188350,-122.4393662                                                                                                                            
06097150203,38.2775429,-122.4621651                                                                                                                             
06097150204,38.2867706,-122.4510104                                                                                                                             
06097150303,38.3129276,-122.5328087                                                                                                                       
06097150304,38.3067450,-122.4902094                                                                                                                             
06097150305,38.3258938,-122.4926643                                                                                                                             
